Gene,Gene name,tau,max_nTPM
ENSG00000078295,ADCY2,0.9180967238689546,64.1
ENSG00000006611,USH1C,0.9180869565217391,92.0
ENSG00000143499,SMYD2,0.9180718954248366,183.6
ENSG00000183780,SLC35F3,0.9180645161290325,15.5
ENSG00000163564,PYHIN1,0.9180555555555556,21.6
ENSG00000172346,CSDC2,0.918003992015968,300.6
ENSG00000119042,SATB2,0.9179870129870129,30.8
ENSG00000160460,SPTBN4,0.917983870967742,24.8
ENSG00000100427,MLC1,0.9179646399310047,231.9
ENSG00000115380,EFEMP1,0.9179507107066164,977.9
ENSG00000111275,ALDH2,0.9179411030696281,801.4
ENSG00000168453,HR,0.9178867924528303,53.0
ENSG00000125148,MT2A,0.9178505126991638,15847.5
ENSG00000132170,PPARG,0.9178459530026111,153.2
ENSG00000165186,PTCHD1,0.9178378378378376,11.1
ENSG00000100276,RASL10A,0.9178294573643412,38.7
ENSG00000174137,FAM53A,0.9178294573643412,12.9
ENSG00000128165,ADM2,0.9178082191780823,14.6
ENSG00000188522,FAM83G,0.9177914110429447,65.2
ENSG00000149571,KIRREL3,0.9177443609022556,26.6
ENSG00000185345,PRKN,0.9177443609022556,26.6
ENSG00000150551,LYPD1,0.9177335984095427,50.3
ENSG00000188761,BCL2L15,0.9176904176904176,40.7
ENSG00000151287,TEX30,0.9175783972125434,114.8
ENSG00000127561,SYNGR3,0.9175757575757575,125.4
ENSG00000134873,CLDN10,0.917560106856634,112.3
ENSG00000211678,IGLJ3,0.9175226005000963,519.9
ENSG00000109576,AADAT,0.917511961722488,62.7
ENSG00000197859,ADAMTSL2,0.9175,71.2
ENSG00000168993,CPLX1,0.9174978354978356,231.0
ENSG00000249437,NAIP,0.9174838709677418,31.0
ENSG00000135451,TROAP,0.917432712215321,48.3
ENSG00000126262,FFAR2,0.9174285714285714,21.0
ENSG00000167641,PPP1R14A,0.9174097770047827,1609.9
ENSG00000161405,IKZF3,0.9173958333333333,38.4
ENSG00000246922,UBAP1L,0.9173877551020406,24.5
ENSG00000110934,BIN2,0.9173667711598746,95.7
ENSG00000182601,HS3ST4,0.9173652694610779,16.7
ENSG00000197296,FITM2,0.9173397435897435,62.4
ENSG00000184524,CEND1,0.9173270893371759,277.6
ENSG00000053702,NRIP2,0.9172972972972973,55.5
ENSG00000159713,TPPP3,0.9172656346749225,807.5
ENSG00000241186,TDGF1,0.9172588832487311,19.7
ENSG00000250036,IGKV1D-37,0.9172486772486772,18.9
ENSG00000135723,FHOD1,0.9172436974789915,119.0
ENSG00000176208,ATAD5,0.9172413793103447,11.6
ENSG00000116176,TPSG1,0.917205882352941,13.6
ENSG00000076662,ICAM3,0.9171804062126644,167.4
ENSG00000183783,KCTD8,0.9171597633136095,16.9
ENSG00000162433,AK4,0.9171411695215592,169.3
ENSG00000151651,ADAM8,0.9171296296296296,64.8
ENSG00000109944,JHY,0.917065868263473,33.4
ENSG00000146005,PSD2,0.9170343137254904,81.6
ENSG00000275302,CCL4,0.9170313358988453,181.9
ENSG00000133135,RNF128,0.9170128755364807,116.5
ENSG00000211779,TRAV5,0.917,12.0
ENSG00000109846,CRYAB,0.9169788187063468,10537.6
ENSG00000081803,CADPS2,0.9169776119402985,160.8
ENSG00000205704,SMIM45,0.916974358974359,39.0
ENSG00000162728,KCNJ9,0.9169740634005764,69.4
ENSG00000139144,PIK3C2G,0.9169607843137254,20.4
ENSG00000160111,CPAMD8,0.9169364161849711,34.6
ENSG00000129195,PIMREG,0.916923076923077,13.0
ENSG00000242110,AMACR,0.9169093078758948,167.6
ENSG00000132975,GPR12,0.916896551724138,11.6
ENSG00000136630,HLX,0.9168945538818077,86.3
ENSG00000137648,TMPRSS4,0.9168910648714811,81.7
ENSG00000146410,MTFR2,0.9168831168831169,15.4
ENSG00000168490,PHYHIP,0.9168827427254395,347.1
ENSG00000182379,NXPH4,0.916864864864865,18.5
ENSG00000204278,TMEM235,0.9168586387434555,38.2
ENSG00000241351,IGKV3-11,0.9168389752973468,2623.2
ENSG00000078487,ZCWPW1,0.9168156424581007,35.8
ENSG00000211952,IGHV4-28,0.9167881944444445,115.2
ENSG00000075234,TTC38,0.9167844522968198,226.4
ENSG00000128342,LIF,0.9167375886524823,84.6
ENSG00000049449,RCN1,0.9167174715225412,623.3
ENSG00000160318,CLDND2,0.9166125290023202,43.1
ENSG00000075218,GTSE1,0.9165934065934066,18.2
ENSG00000225698,IGHV3-72,0.9165819456617003,114.1
ENSG00000184260,H2AC20,0.9165690376569038,23.9
ENSG00000176402,GJC3,0.9165517241379311,11.6
ENSG00000123496,IL13RA2,0.9164590163934427,30.5
ENSG00000131773,KHDRBS3,0.9164377974167234,147.1
ENSG00000006576,PHTF2,0.916423076923077,104.0
ENSG00000196369,SRGAP2B,0.9164221824686942,55.9
ENSG00000094755,GABRP,0.9163816604708798,161.4
ENSG00000198805,PNP,0.916372869060573,551.4
ENSG00000232434,AJM1,0.9163581183611532,65.9
ENSG00000159915,ZNF233,0.9163235294117646,13.6
ENSG00000138772,ANXA3,0.9163220551378446,319.2
ENSG00000166927,MS4A7,0.9163155051323608,185.1
ENSG00000176920,FUT2,0.9163103448275861,58.0
ENSG00000188833,ENTPD8,0.9163076923076923,26.0
ENSG00000158517,NCF1,0.9162985685071576,97.8
ENSG00000161082,CELF5,0.9162931034482759,23.2
ENSG00000167757,KLK11,0.9162005785920927,311.1
ENSG00000110777,POU2AF1,0.9161930294906164,111.9
ENSG00000135740,SLC9A5,0.916179775280899,17.8
ENSG00000138160,KIF11,0.9161473087818695,35.3
ENSG00000059804,SLC2A3,0.9160633036597429,404.4
ENSG00000187416,LHFPL3,0.9160583941605839,13.7
ENSG00000204851,PNMA8B,0.9160363636363636,55.0
ENSG00000136830,NIBAN2,0.9159952686718487,591.8
ENSG00000134061,CD180,0.9159633027522937,21.8
ENSG00000121742,GJB6,0.9159416195856874,212.4
ENSG00000100365,NCF4,0.9159130945390488,170.3
ENSG00000181790,ADGRB1,0.915913043478261,46.0
ENSG00000169218,RSPO1,0.9158944281524926,34.1
ENSG00000242852,ZNF709,0.9158904109589042,14.6
ENSG00000182993,C12orf60,0.9158620689655171,14.5
ENSG00000282651,IGHV5-10-1,0.915841059602649,528.5
ENSG00000233670,PIRT,0.9157983193277311,11.9
ENSG00000147138,GPR174,0.915796178343949,15.7
ENSG00000211857,TRAJ32,0.91578231292517,14.7
ENSG00000178562,CD28,0.9157491289198607,28.7
ENSG00000114757,PEX5L,0.9157419354838708,46.5
ENSG00000154319,FAM167A,0.9157114228456915,49.9
ENSG00000159307,SCUBE1,0.9156910569105691,24.6
ENSG00000108932,SLC16A6,0.9156542056074766,42.8
ENSG00000105519,CAPS,0.9156176563988567,314.9
ENSG00000123643,SLC36A1,0.9155876288659793,97.0
ENSG00000106541,AGR2,0.9155389379862526,1323.9
ENSG00000106278,PTPRZ1,0.9155348837209303,150.5
ENSG00000126353,CCR7,0.9155273189326558,78.7
ENSG00000131389,SLC6A6,0.9155089820359279,133.6
ENSG00000116983,HPCAL4,0.9154938775510204,122.5
ENSG00000129038,LOXL1,0.915482912332838,67.3
ENSG00000137558,PI15,0.9154775828460038,51.3
ENSG00000116299,ELAPOR1,0.9154673495518567,156.2
ENSG00000182685,BRICD5,0.9154568315171834,119.3
ENSG00000088325,TPX2,0.9154503816793893,65.5
ENSG00000166111,SVOP,0.9153968253968254,25.2
ENSG00000162511,LAPTM5,0.915355848434926,1214.0
ENSG00000163285,GABRG1,0.9153110047846889,20.9
ENSG00000163017,ACTG2,0.9153110036505002,8437.2
ENSG00000105011,ASF1B,0.915303867403315,36.2
ENSG00000167178,ISLR2,0.9152258064516129,15.5
ENSG00000041982,TNC,0.9151933825173262,447.3
ENSG00000142959,BEST4,0.9151923076923074,20.8
ENSG00000142347,MYO1F,0.9151827956989247,93.0
ENSG00000006837,CDKL3,0.9151824817518249,13.7
ENSG00000254415,SIGLEC14,0.9151818181818182,22.0
ENSG00000144214,LYG1,0.9151111111111111,22.5
ENSG00000143479,DYRK3,0.9150446428571428,44.8
ENSG00000143753,DEGS1,0.9149960411718132,505.2
ENSG00000183346,CABCOCO1,0.9149800796812749,25.1
ENSG00000183844,FAM3B,0.9149713093375063,191.7
ENSG00000162148,PPP1R32,0.9149448123620308,90.6
ENSG00000041353,RAB27B,0.914916067146283,41.7
ENSG00000166897,ELFN2,0.9149132947976878,17.3
ENSG00000127743,IL17B,0.9149056603773584,10.6
ENSG00000133083,DCLK1,0.914898177920686,93.3
ENSG00000175591,P2RY2,0.9148497854077253,46.6
ENSG00000145920,CPLX2,0.914832142083604,461.7
ENSG00000145287,PLAC8,0.9148263888888887,345.6
ENSG00000211973,IGHV1-69,0.9148227848101267,158.0
ENSG00000164089,ETNPPL,0.9148204158790169,264.5
ENSG00000102287,GABRE,0.9148148148148149,13.5
ENSG00000273238,TMEM271,0.914795918367347,19.6
ENSG00000134317,GRHL1,0.9147689625108981,114.7
ENSG00000102003,SYP,0.9147674695921774,419.3
ENSG00000156869,FRRS1,0.9146816479400749,26.7
ENSG00000170786,SDR16C5,0.9146105263157895,47.5
ENSG00000161638,ITGA5,0.914605424560447,733.7
ENSG00000124602,UNC5CL,0.9145756457564578,54.2
ENSG00000108309,RUNDC3A,0.9145698924731183,297.6
ENSG00000131828,PDHA1,0.9145510835913313,419.9
ENSG00000101883,RHOXF1,0.9145333333333334,15.0
ENSG00000013293,SLC7A14,0.9145333333333333,15.0
ENSG00000101255,TRIB3,0.914466501240695,80.6
ENSG00000099954,CECR2,0.9144262295081966,18.3
ENSG00000214530,STARD10,0.9144031531531531,710.4
ENSG00000164742,ADCY1,0.914349593495935,49.2
ENSG00000173334,TRIB1,0.9143154848046309,345.5
ENSG00000100218,RSPH14,0.9142971887550202,24.9
ENSG00000102802,MEDAG,0.9142874922215307,160.7
ENSG00000087250,MT3,0.9142846131886954,7006.0
ENSG00000163431,LMOD1,0.9142557932263814,897.6
ENSG00000178199,ZC3H12D,0.9142372881355932,11.8
ENSG00000152270,PDE3B,0.9141914191419142,60.6
ENSG00000116701,NCF2,0.9141897565071369,119.1
ENSG00000152229,PSTPIP2,0.9141520467836257,68.4
ENSG00000038427,VCAN,0.9140943506115318,171.7
ENSG00000172828,CES3,0.9140900195694717,51.1
ENSG00000111665,CDCA3,0.9140776699029126,61.8
ENSG00000108846,ABCC3,0.9140447504302925,58.1
ENSG00000145721,LIX1,0.9140253164556963,39.5
ENSG00000160867,FGFR4,0.9140122699386503,81.5
ENSG00000173801,JUP,0.9139013452914798,914.3
ENSG00000175857,GAPT,0.9139007092198582,28.2
ENSG00000163739,CXCL1,0.9138746268656717,167.5
ENSG00000188277,C15orf62,0.9138582677165354,25.4
ENSG00000163536,SERPINI1,0.9138426078366809,303.7
ENSG00000180667,YOD1,0.9138155515370705,55.3
ENSG00000143851,PTPN7,0.9138028169014085,71.0
ENSG00000163462,TRIM46,0.9137674418604651,21.5
ENSG00000186074,CD300LF,0.9137543859649122,28.5
ENSG00000188191,PRKAR1B,0.913729662077597,319.6
ENSG00000140511,HAPLN3,0.9137011494252874,43.5
ENSG00000143171,RXRG,0.9136480686695279,46.6
ENSG00000146094,DOK3,0.9136425339366515,88.4
ENSG00000211942,IGHV3-13,0.9136399064692128,128.3
ENSG00000281990,IGHV1-69-2,0.9136322869955156,44.6
ENSG00000065609,SNAP91,0.9136242884250475,105.4
ENSG00000173156,RHOD,0.9136133548734519,185.7
ENSG00000130559,CAMSAP1,0.9136057201225739,97.9
ENSG00000148426,PROSER2,0.9135500000000001,40.0
ENSG00000183397,TEKTIP1,0.9134864300626304,47.9
ENSG00000183186,C2CD4C,0.9134814814814814,27.0
ENSG00000112312,GMNN,0.91346171480972,218.1
ENSG00000240694,PNMA2,0.913438874230431,113.7
ENSG00000154678,PDE1C,0.9134306569343066,54.8
ENSG00000127533,F2RL3,0.9133939393939395,33.0
ENSG00000155265,GOLGA7B,0.913381555153707,55.3
ENSG00000164889,SLC4A2,0.9133006042296071,264.8
ENSG00000136286,MYO1G,0.9132846715328469,41.1
ENSG00000106477,CEP41,0.9131923890063425,47.3
ENSG00000125851,PCSK2,0.9131734317343175,54.2
ENSG00000214456,PLIN5,0.9131663326653304,199.6
ENSG00000184897,H1-10,0.9131513490725126,948.8
ENSG00000161328,LRRC56,0.9131455399061033,21.3
ENSG00000162639,HENMT1,0.9131352154531946,67.3
ENSG00000107954,NEURL1,0.913127753303965,136.2
ENSG00000160345,PIERCE1,0.9130415754923413,91.4
ENSG00000071282,LMCD1,0.9130404021597468,537.1
ENSG00000100146,SOX10,0.913030303030303,151.8
ENSG00000270550,IGHV3-30,0.9130172913047074,1208.7
ENSG00000129646,QRICH2,0.9129577464788733,21.3
ENSG00000107242,PIP5K1B,0.9129559748427671,111.3
ENSG00000121310,ECHDC2,0.9129519450800915,174.8
ENSG00000196388,INCA1,0.9129284164859003,46.1
ENSG00000116711,PLA2G4A,0.9129268292682927,82.0
ENSG00000152763,DNAI4,0.9128875379939209,32.9
ENSG00000139410,SDSL,0.9128515625,102.4
ENSG00000173894,CBX2,0.9128455284552845,12.3
ENSG00000105255,FSD1,0.9127953890489912,34.7
ENSG00000116544,DLGAP3,0.9127853881278537,43.8
ENSG00000146038,DCDC2,0.9127710843373493,24.9
ENSG00000010671,BTK,0.9127591706539075,62.7
ENSG00000115598,IL1RL2,0.9127586206896552,11.6
ENSG00000080854,IGSF9B,0.9127069351230426,44.7
ENSG00000203747,FCGR3A,0.9127017543859648,285.0
ENSG00000211677,IGLC2,0.9125907756903235,18672.4
ENSG00000162194,LBHD1,0.9125842696629212,53.4
ENSG00000203499,IQANK1,0.9125440806045338,39.7
ENSG00000103021,CCDC113,0.912517006802721,29.4
ENSG00000196814,MVB12B,0.9124909747292418,110.8
ENSG00000142528,ZNF473,0.9124747474747474,39.6
ENSG00000143669,LYST,0.9124335378323107,97.8
ENSG00000180901,KCTD2,0.9124,10.0
ENSG00000224041,IGKV3D-15,0.9123915343915343,189.0
ENSG00000155749,FLACC1,0.9123749999999999,16.0
ENSG00000121211,MND1,0.9123694779116466,24.9
ENSG00000173200,PARP15,0.9123618090452261,59.7
ENSG00000140968,IRF8,0.9122534491568728,195.7
ENSG00000056487,PHF21B,0.9122222222222222,18.0
ENSG00000183044,ABAT,0.9122091584158416,323.2
ENSG00000166450,PRTG,0.9122,10.0
ENSG00000151917,BEND6,0.9121700223713646,44.7
ENSG00000167895,TMC8,0.9121514312096031,108.3
ENSG00000116147,TNR,0.912133676092545,38.9
ENSG00000198483,ANKRD35,0.9120826161790017,58.1
ENSG00000129810,SGO1,0.9120661157024793,12.1
ENSG00000135678,CPM,0.9120574162679425,146.3
ENSG00000171680,PLEKHG5,0.9120400858983537,139.7
ENSG00000168421,RHOH,0.9120282542885976,99.1
ENSG00000211949,IGHV3-23,0.9119934102141678,2792.2
ENSG00000168389,MFSD2A,0.9119688109161792,153.9
ENSG00000126733,DACH2,0.911923076923077,10.4
ENSG00000011201,ANOS1,0.9118918918918919,40.7
ENSG00000184486,POU3F2,0.9118918918918919,11.1
ENSG00000187773,DIPK1C,0.9118457300275483,36.3
ENSG00000105173,CCNE1,0.9118100890207714,33.7
ENSG00000182985,CADM1,0.9117823639774858,266.5
ENSG00000143702,CEP170,0.9117743830787309,85.1
ENSG00000261857,MIA,0.9117615176151762,73.8
ENSG00000139220,PPFIA2,0.9117241379310345,46.4
ENSG00000211967,IGHV3-53,0.9116831683168317,121.2
ENSG00000030419,IKZF2,0.9116449086161879,38.3
ENSG00000139155,SLCO1C1,0.9116326530612247,19.6
ENSG00000175463,TBC1D10C,0.9116176470588235,68.0
ENSG00000171757,LRRC34,0.911596638655462,11.9
ENSG00000240864,IGKV1-16,0.9115900933237617,557.2
ENSG00000172243,CLEC7A,0.9115549936788875,79.1
ENSG00000112419,PHACTR2,0.9115365239294708,79.4
ENSG00000268182,SMIM17,0.9114925373134328,13.4
ENSG00000115616,SLC9A2,0.9114859437751004,24.9
ENSG00000105696,TMEM59L,0.9114469078179697,342.8
ENSG00000187193,MT1X,0.9114421917341771,7048.3
ENSG00000034971,MYOC,0.911411992263056,103.4
ENSG00000154451,GBP5,0.9114074074074072,40.5
ENSG00000274070,CASTOR2,0.9113452188006483,61.7
ENSG00000120251,GRIA2,0.9113451776649747,78.8
ENSG00000173369,C1QB,0.9113309608540925,1405.0
ENSG00000130768,SMPDL3B,0.9113304721030043,46.6
ENSG00000157368,IL34,0.9112850241545893,103.5
ENSG00000168280,KIF5C,0.9112741312741313,51.8
ENSG00000118322,ATP10B,0.9112354312354313,42.9
ENSG00000144648,ACKR2,0.9112000000000002,15.0
ENSG00000054803,CBLN4,0.9111904761904762,16.8
ENSG00000131398,KCNC3,0.9111816578483246,56.7
ENSG00000182795,C1orf116,0.911131498470948,98.1
ENSG00000148841,ITPRIP,0.9110983862571578,192.1
ENSG00000214694,ARHGEF33,0.9110857142857144,17.5
ENSG00000148735,PLEKHS1,0.9110822510822509,46.2
ENSG00000118495,PLAGL1,0.9110766580534022,232.2
ENSG00000187848,P2RX2,0.9110679611650486,20.6
ENSG00000128578,STRIP2,0.9110502283105022,43.8
ENSG00000079156,OSBPL6,0.9110191082802548,31.4
ENSG00000166793,YPEL4,0.9109793814432987,38.8
ENSG00000174469,CNTNAP2,0.9109770114942529,34.8
ENSG00000180758,GPR157,0.9109318996415771,55.8
ENSG00000012124,CD22,0.9109023255813955,215.0
ENSG00000197119,SLC25A29,0.9108644400785855,407.2
ENSG00000163075,CFAP221,0.9108633093525181,27.8
ENSG00000170779,CDCA4,0.9108365019011405,52.6
ENSG00000242173,ARHGDIG,0.9108306188925082,245.6
ENSG00000186907,RTN4RL2,0.9107936507936509,37.8
ENSG00000074706,IPCEF1,0.9107647058823531,34.0
ENSG00000106004,HOXA5,0.910721649484536,77.6
ENSG00000135406,PRPH,0.9107142857142857,30.8
ENSG00000185352,HS6ST3,0.9106832298136645,16.1
ENSG00000221818,EBF2,0.9106586826347305,16.7
ENSG00000108950,FAM20A,0.9105932203389833,23.6
ENSG00000018625,ATP1A2,0.9105776916555649,825.7
ENSG00000244274,DBNDD2,0.910568348536072,1567.7
ENSG00000173208,ABCD2,0.9105405405405405,14.8
ENSG00000165644,COMTD1,0.9105056759545923,96.9
ENSG00000134532,SOX5,0.9104109589041097,29.2
ENSG00000108830,RND2,0.9103781512605041,95.2
ENSG00000171119,NRTN,0.9103703703703704,18.9
ENSG00000109265,CRACD,0.9103649635036496,27.4
ENSG00000187398,LUZP2,0.9103614457831326,16.6
ENSG00000159348,CYB5R1,0.9102923778942033,591.7
ENSG00000181036,FCRL6,0.9101666666666667,12.0
ENSG00000170571,EMB,0.910155183116077,161.1
ENSG00000196569,LAMA2,0.9101516245487363,138.5
ENSG00000165695,AK8,0.9101234567901235,24.3
ENSG00000167964,RAB26,0.9101204819277107,116.2
ENSG00000141582,CBX4,0.9100975609756098,123.0
ENSG00000204410,MSH5,0.9100884955752211,11.3
ENSG00000183813,CCR4,0.9100826446280992,12.1
ENSG00000243290,IGKV1-12,0.9100529819318026,736.1
ENSG00000164142,FHIP1A,0.910030959752322,32.3
ENSG00000171388,APLN,0.91,50.8
ENSG00000211698,TRGV4,0.9099999999999998,10.4
ENSG00000159733,ZFYVE28,0.9099667774086379,60.2
ENSG00000164107,HAND2,0.9099604743083003,101.2
ENSG00000140297,GCNT3,0.9099477221807319,133.9
ENSG00000197599,CCDC154,0.9099159663865545,11.9
ENSG00000174672,BRSK2,0.9098762886597938,97.0
ENSG00000101282,RSPO4,0.9098275862068966,11.6
ENSG00000137491,SLCO2B1,0.9097902097902099,214.5
ENSG00000132932,ATP8A2,0.9097752808988764,17.8
ENSG00000176153,GPX2,0.9097501622323166,616.4
ENSG00000143819,EPHX1,0.909724609497522,1594.1
ENSG00000151726,ACSL1,0.909705304518664,1068.9
ENSG00000168060,NAALADL1,0.9096673596673598,96.2
ENSG00000109956,B3GAT1,0.9096342737722048,191.4
ENSG00000129355,CDKN2D,0.9096191187453325,267.8
ENSG00000185250,PPIL6,0.9096119402985074,33.5
ENSG00000179776,CDH5,0.9095895354082093,221.7
ENSG00000180739,S1PR5,0.9095867768595041,48.4
ENSG00000003989,SLC7A2,0.909573055028463,210.8
ENSG00000205560,CPT1B,0.9095667550839964,226.2
ENSG00000135931,ARMC9,0.9095566502463055,40.6
ENSG00000149476,TKFC,0.9094870380584666,181.3
ENSG00000276070,CCL4L2,0.9094389438943894,30.3
ENSG00000137563,GGH,0.9094164305949008,176.5
ENSG00000115163,CENPA,0.9093548387096775,12.4
ENSG00000172818,OVOL1,0.9093501805054153,55.4
ENSG00000076382,SPAG5,0.9093203883495146,72.1
ENSG00000196104,SPOCK3,0.9093139040680023,164.7
ENSG00000130477,UNC13A,0.9092999999999999,40.0
ENSG00000198597,ZNF536,0.9092763157894739,30.4
ENSG00000169679,BUB1,0.9092579505300352,28.3
ENSG00000205364,MT1M,0.9092016612828796,1516.9
ENSG00000050344,NFE2L3,0.9091640866873065,32.3
ENSG00000117091,CD48,0.9091114457831324,265.6
ENSG00000104447,TRPS1,0.909103690685413,56.9
ENSG00000069869,NEDD4,0.9090995260663506,63.3
ENSG00000128886,ELL3,0.909037037037037,54.0
ENSG00000078589,P2RY10,0.9090272373540855,25.7
ENSG00000165410,CFL2,0.9090189685832839,674.8
ENSG00000059728,MXD1,0.9089499389499391,163.8
ENSG00000103599,IQCH,0.9088888888888889,10.8
ENSG00000093009,CDC45,0.9088721804511277,26.6
ENSG00000146085,MMUT,0.9088554540569587,186.1
ENSG00000196196,HRCT1,0.908828125,51.2
ENSG00000198673,TAFA2,0.908804347826087,18.4
ENSG00000104894,CD37,0.9087344487344489,233.1
ENSG00000180871,CXCR2,0.9087254901960784,40.8
ENSG00000197467,COL13A1,0.9087234042553192,28.2
ENSG00000180879,SSR4,0.908657325533941,2940.4
ENSG00000109193,SULT1E1,0.9086455331412104,34.7
ENSG00000146373,RNF217,0.9086153846153847,39.0
ENSG00000171848,RRM2,0.9086136783733827,54.1
ENSG00000155511,GRIA1,0.9086131386861314,54.8
ENSG00000154548,SRSF12,0.9085981308411216,10.7
ENSG00000143882,ATP6V1C2,0.9085185185185185,97.2
ENSG00000165434,PGM2L1,0.9085175202156335,37.1
ENSG00000063180,CA11,0.9084891808346214,517.6
ENSG00000196155,PLEKHG4,0.9084788029925187,40.1
ENSG00000078043,PIAS2,0.9084713375796178,62.8
ENSG00000112562,SMOC2,0.9084628585437607,407.9
ENSG00000170955,CAVIN3,0.9084473324213407,292.4
ENSG00000179918,SEPHS2,0.9083373110580747,377.1
ENSG00000115457,IGFBP2,0.9083096613079447,1281.4
ENSG00000167614,TTYH1,0.9082847587195414,418.6
ENSG00000241566,IGKV2D-24,0.9082666666666668,30.0
ENSG00000267318,ENSG00000267318,0.9082553191489363,23.5
ENSG00000178115,GOLGA8Q,0.9082499999999999,16.0
ENSG00000198417,MT1F,0.9082139307977234,1106.9
ENSG00000187922,LCN10,0.9081967213114752,30.5
ENSG00000151929,BAG3,0.9081961184882533,489.5
ENSG00000183570,PCBP3,0.9081638044914133,75.7
ENSG00000163501,IHH,0.908135593220339,17.7
ENSG00000082641,NFE2L1,0.9081262761111982,1273.4
ENSG00000104147,OIP5,0.9081025641025638,19.5
ENSG00000141401,IMPA2,0.9080827178729689,338.5
ENSG00000095203,EPB41L4B,0.9080539772727273,140.8
ENSG00000184226,PCDH9,0.9080208333333334,38.4
ENSG00000146021,KLHL3,0.9079732739420935,44.9
ENSG00000196876,SCN8A,0.9079289940828401,16.9
ENSG00000144369,FAM171B,0.907921686746988,66.4
ENSG00000133816,MICAL2,0.9079015918958033,138.2
ENSG00000129194,SOX15,0.9078463329452852,85.9
ENSG00000255112,CHMP1B,0.9077864809979694,344.7
ENSG00000176244,ACBD7,0.9077650429799426,69.8
ENSG00000144847,IGSF11,0.9077185501066098,46.9
ENSG00000183688,RFLNB,0.9077006802721087,73.5
ENSG00000162461,SLC25A34,0.9076781609195403,43.5
ENSG00000100625,SIX4,0.9076712328767124,14.6
ENSG00000100116,GCAT,0.9076399394856278,132.2
ENSG00000206535,LNP1,0.9076346604215456,42.7
ENSG00000149639,SOGA1,0.9076203966005666,70.6
ENSG00000241399,CD302,0.9075938189845475,181.2
ENSG00000002587,HS3ST1,0.9075767918088737,29.3
ENSG00000198729,PPP1R14C,0.907530454042082,90.3
ENSG00000112984,KIF20A,0.9075109170305677,22.9
ENSG00000169710,FASN,0.9074718638484767,364.3
ENSG00000197921,HES5,0.9074509803921569,15.3
ENSG00000036672,USP2,0.9074492385786802,157.6
ENSG00000177981,ASB8,0.9074269005847952,273.6
ENSG00000157193,LRP8,0.9074226804123711,38.8
ENSG00000056736,IL17RB,0.9074193548387097,55.8
ENSG00000148671,ADIRF,0.9073302705461971,2350.8
ENSG00000239900,ADSL,0.9073199381761979,323.5
ENSG00000211684,IGLJ7,0.9073142857142859,17.5
ENSG00000133392,MYH11,0.9073016581632654,3136.0
ENSG00000149809,TM7SF2,0.9072921810699589,243.0
ENSG00000196376,SLC35F1,0.9072727272727272,25.3
ENSG00000054356,PTPRN,0.907247191011236,178.0
ENSG00000183856,IQGAP3,0.9072108843537413,14.7
ENSG00000178860,MSC,0.9071794871794873,54.6
ENSG00000286190,ENSG00000286190,0.9071754492226934,495.3
ENSG00000127241,MASP1,0.9071678321678321,171.6
ENSG00000162073,PAQR4,0.9071616932685636,144.1
ENSG00000211965,IGHV3-49,0.9071481799942676,348.9
ENSG00000013725,CD6,0.9071287128712874,40.4
ENSG00000102245,CD40LG,0.9070921985815602,14.1
ENSG00000186288,PABPC1L2A,0.9070476190476191,10.5
ENSG00000177098,SCN4B,0.9070188679245283,53.0
ENSG00000186185,KIF18B,0.9070149253731344,13.4
ENSG00000186432,KPNA4,0.9070094258783205,116.7
